GPRO,CCL,TSLA,DAL,DIS,AAL,MSFT,AAPL,GE,F,U_GPRO,U_CCL,U_TSLA,U_DAL,U_DIS,U_AAL,U_MSFT,U_AAPL,U_GE,U_F
,,,,,,,,,,,,,,,,,,,
-0.017026106696935384,-0.027869810953030538,0.029076794347340895,-0.016598915989159857,-0.011472533405317953,-0.04950154692334141,-0.013314253717414237,-0.010646084237141529,0.002512562814070529,-0.022292993630573132,0.003985725115495997,0.0036186063982970307,0.010003883323100204,0.0022757943979176964,0.002032330429621254,0.00864966524318933,0.005040800099012088,0.008453292543380453,0.011103124979945589,0.0036058961383240717
0.03117782909930722,-0.030072173215717757,0.019537210615471423,-0.006544953496383066,-0.0056663025669032585,-0.011934900542495464,0.002711394161044156,0.008070482211312013,0.014202172096908994,-0.006514657980456029,0.0014070890830304439,0.013249494722658905,0.006580124200615378,0.004823711049013246,0.0012689166868204982,0.024035257361014084,0.00341531598673539,0.0036558750686133124,0.0030806191703727226,0.003179209405957062
-0.013437849944008873,0.0024803637866885886,0.03936618534200598,-0.0012135922330097637,0.0002059732234809264,-0.0036603221083455484,-0.008929694378065789,-0.005037027153245721,-0.007001647446458037,0.010928961748633892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.004540295119182636,0.0055670103092784196,0.04885222840335057,0.021697621940635292,-0.0015788028555739908,0.022777369581190365,0.016116751269035445,0.016361015187581707,-0.010369141435089158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.002259887005649608,0.009021939717039018,-0.02154077506147245,0.0016989466530750175,-0.0044688896528014554,0.0039511494252872925,0.012176845260397196,0.0216394524162955,-0.0025146689019278634,0.002702702702702675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.03494926719278457,-0.007315586262954699,-0.007331408751999113,0.004409769335142366,-0.0013812154696133394,-0.022540250447227184,-0.0047504472823740596,0.0021310257983275793,-0.019327731092437017,-0.0026954177897574594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.004672897196261738,0.01064483111566017,0.09810444388651773,0.004559270516717451,-0.0058091286307053736,0.0025622254758419505,0.01214976444334237,0.021264941843606167,0.037703513281919454,-0.00108108108108107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.025821596244131273,0.017216933360340247,0.025054777555491903,0.03277861825516881,0.010086254869226652,0.005476451259583737,-0.006920627143557012,-0.013502855159794436,-0.007431874483897594,0.005411255411255311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.02168674698795181,0.004579848665870356,-0.036236059479553884,0.0030924479166667407,-0.006266786034019645,0.001452432824981864,0.007030527289546562,-0.003805686142825171,-0.012479201331114798,-0.009687836383207693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01650943396226401,0.01783944499504453,-0.009672037878130313,0.004056466006814752,0.005474705474705521,0.023567802755620093,0.01788229530283547,0.012295345104333721,-0.002527379949452402,-0.0021739130434782483,0.0098767603931178,0.30685926853010703,0.08961635491267872,0.06549290167138855,0.0011232074727010044,0.028003448648246776,0.04132079781158704,0.04239837341201946,0.023747762651058935,0.01549653844414034
-0.004640371229698292,0.010710808179162479,-0.006426610060565996,0.0021008403361344463,-0.0057895099593355814,0.006021962451292939,0.005053847542265899,0.010592078140361005,-0.0033783783783782884,-0.0032679738562090277,0.00472997309204648,0.004580057904701285,-0.0057059687375439205,-0.003643948077996284,-8.254443847610649e-05,-0.0025278683329974516,0.008411262206526882,0.00195929038219389,0.0004565961891440651,0.0022104642270797115
0.023310023310023187,-0.02350674373795758,0.07273897959583686,-0.026769875826479494,-0.004783362218370835,-0.04225352112676051,-0.003352289733612679,-0.006652650076882094,-0.011864406779661052,0.006557377049180468,0.0019442826373536892,0.005359752596690637,-0.00274470987525699,0.004101469655104273,0.0017175053279308017,0.005711996021111165,0.0117098240983593,0.002081890547658727,-0.0008351796176887527,0.0020069780344953436
0.0035307517084282036,-0.015982636148382023,0.04043353132930383,-0.01176470588235301,0.0032042351629981702,0.004411764705882337,-0.004805093399003035,0.0036329173906175516,-0.02487135506003435,-0.005428881650380135,0.001994596664428361,0.008736578765489833,0.01274966654501175,0.019669308847521272,0.002406335112584479,0.020432533700793787,0.010059519209578038,0.0043041477319025745,-0.002023101105310565,0.002228360676358898
0.005561230280331397,-0.008622418287547617,0.00441178020125399,0.010563380281690238,-0.012776003332870434,0.053806734992679406,0.006216428269660179,0.005004406672961981,0.036059806508355274,-0.0021834061135370675,0.0031805228574215416,0.0063738522482184035,0.0331687539477199,0.0026895739137202668,0.0009754103063008834,0.010684796558632303,0.006316252155608604,0.0021463231741185584,7.4721537541844185e-06,0.0023723003049331837
0.004514672686230403,-0.03883495145631055,-0.01220787694980352,-0.024224323875891796,-0.014559009706006432,-0.039597082320250054,-0.010076775431861806,-0.003006358798070319,-0.005942275042444711,-0.015317286652078876,0.0011418022348204104,0.010878233464701514,-0.0009649370335967911,0.005120511835610575,0.0012837553055207174,-0.004954890945955248,0.003382812977213323,0.0039142201288175915,0.004198610470868669,0.0015795781421799049
-0.026966292134831482,-0.047243265993266115,-0.013133673180402261,-0.03383778269001869,-0.030618799514667172,-0.05533453887884254,-0.01684440135724674,-0.02943486319228472,-0.023057216054654273,-0.012222222222222134,0.005725952419438629,0.028611096189842478,-0.007461117235675774,0.010039103241390457,0.0001288271900943272,0.01679094770824685,0.004143156842784768,0.005619423036958837,0.0026311449118121555,0.0024571355672442508
0.03002309468822162,0.027277747101049243,0.016644545682821033,0.011615628299894265,0.01848034162862633,0.02986217457886675,0.01972143473437704,0.02848265147591933,0.02534965034965042,0.01012373453318327,0.005578614764222056,0.04665645831770138,-0.0007426332060771479,0.0126549431470524,0.0022677728938533814,0.02233956362220546,0.006138144752097396,0.00768301945577643,0.003609310687765488,0.002857803620985866
-0.06502242152466364,-0.00010750376263157779,0.02501676017077714,-0.01443980514961718,-0.016337743078146616,-0.0033457249070631967,0.01643901849389584,0.020644511581067393,0.10315430520034097,-0.013919821826280598,0.004481610625150179,0.04402832967684911,0.010125080989231039,0.007178156376634437,0.004454088847313464,-0.0018381303435577312,0.010412070986863364,0.01246624070171154,0.011607070500270877,0.004828750549304095
-0.023980815347721784,-0.037737877647564866,0.10314974182444048,0.007943512797881747,0.01242007790108035,0.03394255874673635,0.027113806635747473,-0.0013684015786877834,-0.017001545595053957,-0.0016939582156973998,0.006723830340709558,0.030320430907591067,0.0028294560698662874,0.006004952937420871,0.0034771612437773936,-0.003998067771873726,0.007965819084952308,-0.003620114170537203,0.009194318840915594,0.007638690000232096
-0.030712530712530772,-0.028603351955307277,0.014900223113288646,-0.0238178633975481,0.003919860627177751,-0.032106782106782084,-0.014877851105708162,-0.04491284015312025,-0.022798742138364858,-0.0033936651583709176,0.0030820159823363724,0.03891047529337888,0.012762634146721963,0.0038992727928359727,0.0029642686276050156,-0.003525680714354551,0.0014248623015122863,0.0009929720680603715,-0.0013433238995586017,0.003103598158268106
0.034220532319391594,-0.016793190706234085,0.19954495142048945,0.005382131324004336,0.021836587129428597,0.012299664554603185,0.024798730681083514,-0.0020043319432321294,-0.013676588897827857,0.018161180476730987,0.005051806385599988,0.04126873791102503,0.03192784344117072,0.010129383113384405,0.009402332229430987,0.005705922353891557,0.004174392072720856,0.009897881098767769,-0.0005415037383629251,0.0040698122145703675
0.019607843137254832,0.019185774450163784,0.137694161070385,0.03372591006423975,0.024129634871214334,0.04675994108983805,0.032914731349274584,0.032878753522723736,0.02610114192495927,0.022419175027870608,0.008259285325248555,0.03672435626846782,0.08622484908806904,0.006286009894227007,0.02149513950501447,-0.008005854564686055,0.005664375190046922,0.004116723466282446,0.0007573535085585448,0.010576223832680975
0.05048076923076916,0.0133149678604223,-0.17235164240976886,0.016571724495080264,-0.023215642921301627,0.02391839606049939,-0.0010547937600621227,0.008530389512638736,0.021462639109697923,-0.09389277185942779,0.008632155248546214,0.03271996708588354,0.005210018204537814,-0.002175866290389128,0.01573737904166328,-0.02105905905544514,0.011945796763158656,-0.000893467599207276,0.002436645445356156,0.0265834420303539
-0.09382151029748287,-0.008155867693701802,0.018755444250871056,-0.012056376294786952,0.009549409351347515,-0.02748196496049471,0.020562409692119532,0.011288015423844833,0.007081712062256829,-0.006618531889289958,0.015697276711028163,0.04769908505591314,-0.05755136542842754,-0.002219310361110227,0.001484804259809902,-0.009185920341564957,0.013361080261816705,0.0010614140820635054,0.0044102767375633345,0.014804539261641825
0.018939393939394034,-0.0360895386021014,-0.0006936539746158488,-0.0044688896528015665,-0.011631165919282482,0.0024726245143058545,0.0016880853844478683,-0.015897420128532236,-0.00857738969167765,-0.017565112053301246,0.005754338545221227,0.04569565554894295,0.017072976807053664,0.0007595565704010543,0.0013937196611610858,0.000378120384969316,0.010193895731333669,0.0013964312344774132,0.005143847011833014,0.006728731679624511
-0.028500619578686548,-0.009715639810426668,0.030570169715586237,-0.003625690607734766,0.010491989224443499,0.014446793516560863,0.026039684696928633,0.004686914135733078,0.00623538581449723,-0.006165228113440113,0.0065215802597469175,0.07395516294261739,0.005618684842634947,0.004667372841280937,0.002556005722017307,2.852660105556737e-05,0.01233878945941913,0.0050872422820138485,0.006245021186112254,0.007410740686283113
0.017857142857143016,0.027757836803063096,0.0041166421287137656,0.01628833824293885,-0.010803984846358916,0.03647099687391453,-0.02278266398219775,-0.006002363625054463,-0.005050348567002372,0.004962779156327368,0.00779763732964156,0.06656989637514621,0.014525758030776936,0.005071662234355623,-0.000973291839359125,-0.00407562186216337,0.017024260064685715,0.0006848379058985721,0.0035818790573216575,0.004887844224123805
0.03007518796992481,0.025844004656577324,-0.008501072323712444,0.014151747655583913,0.005957446808510625,0.021112600536193016,0.0015181088700932932,0.023747692500234674,0.0253176382660687,0.0185185185185186,-0.0009640266910672102,0.023514290034780005,-0.0002110537875281704,-0.00040743212391558536,0.0014414542016256693,-0.012165911816831132,0.017153388862061636,-0.0004973473373576232,0.000716069905509098,0.004333029089107487
0.02311435523114347,-0.01929187471629601,0.04745647868237257,-0.005716207128446449,-0.006627185561195681,-0.012143091565474107,-0.005197055002165496,-0.00699877750611233,-0.0170842824601366,0.00121212121212122,-2.9080893940824915e-05,0.02143332031785894,-0.008054006754071419,0.0005832870685960057,-0.001221685451928134,-0.006589176787830664,0.00811091017824328,-0.001488821604850199,0.00480467669682616,0.003174652183917104
-0.0439952437574318,-0.014117102522564262,-0.004836165501455492,-0.00405816706121076,-0.009583392476934072,-0.029900332225913706,0.008652590335219923,9.233326151858456e-05,-0.009656237929702605,-0.01937046004842613,-0.0006706425419438222,0.026252712057030836,-0.018618503666336217,0.0038582197874232893,0.0009464717233440556,-0.0007515806909434986,-0.004378745984740751,0.0013229736347419863,0.0024051599393202228,0.003533604090598219
0.014925373134328401,0.007394366197183144,0.0733620309900691,-0.0030560271646858927,-0.0030075306503705157,-0.019520547945205524,0.010089020771513413,-0.018280297901150933,-0.006240249609984372,-0.006172839506172756,0.00015718768118389015,0.030105317618344785,-0.001200258264389742,0.009337947890332599,0.00277305900042224,0.0014584139307978194,0.006415826421235948,0.0035038355899272844,0.001063607950348322,0.004709851106831975
-0.007352941176470673,0.00967027845741586,0.06789648987957997,-0.0035762942779291595,0.015596923740386792,-0.010478519035976297,0.00032047858134820473,0.014482758620689706,-0.010989010989011061,-0.006211180124223725,0.00036587449063540944,0.025826551632707195,0.001782385094458272,0.004511053406918153,-0.001005644740627143,0.003058732223972127,0.008760000658806888,0.00622132833844713,0.0003445391666303532,0.003825666347275547
-0.004938271604938205,-0.0191553196399723,-0.01939015878555239,-0.0023927533754913854,-0.006581740976645434,0.006353688669255231,-0.015751815463477037,-0.010258945677028564,-0.006349206349206327,0.0024999999999999467,-0.001302293303379165,0.014404938836172443,0.0006803850891738961,0.0003787333285327765,-0.0032527669129840397,0.0018377658431252275,0.005683253684550804,-0.0027818192719017976,0.0008011963444976011,0.0032909040624600205
-0.02977667493796532,-0.019058823529411795,0.002024066371583144,-0.008394723316772268,-0.01004488138491133,-0.02402665731322351,-0.03130255519991321,-0.02269747112082432,-0.021565495207667706,-0.016209476309226867,-0.00040626465391602196,0.021457376800160688,0.005261572230949696,0.0013465085699586599,-0.0006175531748047192,0.0012624181293527936,0.009725251294206538,0.0017504238181096365,0.00016820268427308882,0.008656342293323904
-0.020460358056266004,-0.09402734468697516,-0.07529411764705884,-0.06306150656530762,-0.04281807714450214,-0.08535489667565144,-0.043010752688172116,-0.04747148835574855,-0.0318367346938776,-0.040557667934093766,0.0040083805171517994,0.06044742825892979,0.0026454220530878203,0.013730115562754497,0.0016879338721156323,0.027567876354250176,0.008382367012590208,0.008340729957525328,0.000296513525763098,0.013122080903603006
-0.03916449086161877,-0.05109875562615829,-0.04086850064813474,-0.061589526092568625,-0.03571160063153145,-0.09155599214145371,-0.016561329588014928,-0.03383975584398169,-0.04553119730185495,-0.044914134742404244,0.0033341628802101564,0.10622100836693105,-0.0011860535648395842,0.0332907487190639,0.005684294802217327,0.0747858651611697,0.005478844300023322,0.014729283175789032,0.0006872710467424881,0.007190513494698569
-0.01902173913043481,-0.07505580357142871,-0.025415775049742906,-0.02554529377087833,-0.037891782317168166,-0.03503042833230263,0.012555786968164062,0.016002499305748374,-0.03180212014134276,-0.0027662517289074318,0.004154255683561869,0.06431740159578636,-0.00647691574501108,0.021237649916369117,0.008236149482680366,0.06274135391136881,0.0033971031474757662,0.008039982688816893,0.0008056705243839613,0.004987681289027934
0.01939058171745156,-0.039215686274509665,-0.12833846944016425,-0.028231498285944845,-0.04400324149108592,-0.0770954728821156,-0.07146215326751293,-0.0671358775496258,-0.05200729927007297,-0.03328710124826628,0.0042127145161829915,0.05579857429009061,-0.006570169571004092,0.02639639891039991,0.012468810525688268,0.04177343368918929,0.0016702128659662474,0.00715231612571432,9.00927083029579e-05,0.007385894029404483
0.032608695652173836,0.05180533751962324,-0.016822567577520875,-0.04253994604689759,-0.0023734847842672435,-0.07479358912093248,0.02601265822784815,0.005859947260474563,0.07025986525505279,-0.001434720229555153,0.010616748964856537,0.045940893777594916,-0.013307766251118291,0.029003086858682137,0.003275038187664503,0.05618693416704934,-0.013075335623309314,-0.0074648147216210825,-0.0014758458949537534,0.003191856941671345
0.0,-0.013432835820895606,0.1142591732466327,0.022540095361941903,0.01920299090831845,-0.009448818897637823,0.06625131083831959,0.08804252840081572,0.00899280575539585,0.034482758620689724,0.01141667342069308,0.06501309674250999,0.0134580655649843,0.034775307127875354,0.010050973510487227,0.07343371405323396,0.007311475072067308,0.010862389845067266,0.00593304104786041,0.004460251080432798
0.03421052631578947,-0.03691376701966709,0.002447256249243468,-0.02140737600678244,-0.029512296790329406,-0.05405405405405406,-0.04900202487706107,-0.03182517903754767,-0.031194295900178415,-0.033333333333333326,0.012003785624125518,0.11026365890525791,0.029019778356465187,0.126457592643892,0.01801483071710952,0.13249744385649742,0.014089176908854473,0.017698796971050035,0.01661845457515332,0.010722925477759215
0.025445292620865256,0.019792648444863392,0.005352040884763376,0.050682261208576884,0.023623400051542065,0.03753501400560211,0.03747414527314752,0.04648992430265109,0.007359705611775569,0.01724137931034475,0.0057823534564060974,0.11931261202508558,0.020287792564298135,0.18620302122465793,0.01818413755399373,0.14507052537755394,0.012160336199376509,0.010451050420192676,0.005572061150383112,0.008426290810062742
-0.07196029776674939,-0.1414048059149723,-0.03452968645763843,-0.07194392908678615,-0.04347096341054035,-0.13390928725701945,-0.025214026034947712,-0.032500990883868375,-0.07899543378995422,-0.04802259887005644,0.0038860630269017538,0.0888874892930922,0.007969640572754066,0.10816849402256912,0.014756949063436942,0.13088312955281145,0.005501741193975729,0.001003259077709373,0.005993865986345437,0.007366233029524771
-0.010695187165775444,-0.026189451022604948,-0.027956662336585558,0.019324744557974283,0.011317775048254042,-0.00436408977556102,-0.02809191530317623,-0.01345077154171792,-0.06891422905304911,-0.0370919881305638,0.00262802174650556,0.15689123438595343,0.002883056480671886,0.12603313184692344,0.015496876241554824,0.21416400501910693,0.00579890178493625,0.0035494489675544916,0.007510284857057625,0.009702105614807444
-0.09459459459459463,-0.19915549316325298,-0.1378040631797437,-0.05208106341250818,-0.09525461958879144,-0.07701941139636825,-0.06777248251531842,-0.07920963388469804,-0.12566560170394037,-0.0924499229583976,0.0014385246842758548,0.16488845780795325,0.008423113158553486,0.08795600962642824,0.011968715688439602,0.221862733296732,0.00967631148459347,0.004697136114759859,0.00843739506520258,0.012822348902894687
0.08358208955223878,0.10506096158270073,0.06354912112917588,0.045287356321839,0.06875059929044003,0.15128900949796464,0.06911432744655421,0.07365928821075585,0.07795371498172954,0.06281833616298815,0.0058122878111175336,0.18702515571403033,0.011741969414460929,0.08820553667816267,0.027709700512760893,0.20715647942833404,0.005876821321223913,0.010558894381803796,0.014290923917446685,0.016126286059629402
-0.08953168044077131,-0.09436476049711684,-0.017201550387596964,-0.06135913789311631,-0.053382379328907104,-0.041838538597524844,-0.0463888716388251,-0.03636809128775942,-0.07344632768361581,-0.0591054313099042,0.01438662454009143,0.13856707892214937,0.013195349016426272,0.07047758023522377,0.02867352369906384,0.14148248557412546,0.009328248366582859,0.008935526564413765,0.016605095596883057,0.019683870838278716
-0.18608169440242062,-0.31210463405663835,-0.12288118882166887,-0.2104029990627928,-0.1298455122737181,-0.17712177121771222,-0.09637926543370678,-0.09916454776607342,-0.11890243902439024,-0.0903565365025466,0.011093578331921927,0.11918199567345389,-0.008149816305808133,0.07206579184628747,0.01806173163069147,0.10282622816462994,0.0005628699764195222,-0.0024268209017945797,0.008798679707697543,0.010847539303685982
0.0,0.17489022996571557,-0.017643567561734352,0.1382789317507418,0.1166539592636966,0.06950672645739897,0.14478235802825035,0.12120967741935496,0.08650519031141868,0.050804434656015474,0.01638863090283693,0.22818841459746642,-0.004427993246117312,0.14459447274694548,0.03930809857485573,0.19763770189821894,0.00459266668382563,0.0041424796866633695,0.016399289875635548,0.01934278964099856
-0.25464684014869887,-0.1712172923777019,-0.1853165507140242,-0.06673618352450472,-0.07325399921966436,0.11215932914046123,-0.14753289266603709,-0.13159030425088114,-0.15215286624203817,-0.11190053285968027,0.03446691757692788,0.2783482355951321,0.026813164359116515,0.1714773250351802,0.05721425690906812,0.2569191251583449,0.014163976430802805,0.0162823676040309,0.03358246908508167,0.035426720864811356
0.14214463840399016,-0.12765957446808507,-0.03366465152037135,-0.11340782122905024,-0.015577307651826189,-0.02104932453660069,0.08238119431906799,0.04712800761999425,0.06376585131318002,0.0020000000000000018,0.04601056419986249,0.2550091308264546,0.03158519581993113,0.19073190336526702,0.0591530054918179,0.1818307920550679,0.022831500806896887,0.018044547189197013,0.03686680336961512,0.04031050386828583
-0.07860262008733632,-0.26907946498819835,-0.1590697674418604,-0.2600819155639571,-0.050304715064685146,-0.2522464698331194,-0.03029269291123693,-0.015226418825390553,-0.06779661016949157,-0.10279441117764465,0.012418085053882866,0.09582937161974314,0.02010947732345314,0.08755875478943853,0.03166807772377789,0.06216478047046281,0.004085716293608765,0.004443403746512642,0.013765465310785263,0.014510582767016
